text,mitre_technique_ID,mitre_technique_name
exfiltrates data to Google Drive.,T1041,Exfiltration Over C2 Channel
"The shellcode is stored in the registry,",T1112,Modify Registry
sending an HTTP POST request,T1071.001,Application Layer Protocol: Web Protocols
uses HTTPS to communicate with Google Drive.,T1071.001,Application Layer Protocol: Web Protocols
staging the data in encrypted ZIP archives before upload.,T1074.001,Data Staged: Local Data Staging
stages collected data in a directory before exfiltration,T1074.001,Data Staged: Local Data Staging
"The content is encrypted using AES CBC with random 16-byte keys and IVs,",T1027,Obfuscated Files or Information
Most strings in this version are base64 encoded.,T1027,Obfuscated Files or Information
The base64-encoded strings were plaintext again in this version.,T1027,Obfuscated Files or Information
has encrypted components.,T1027,Obfuscated Files or Information
"another shellcode, XOR-decrypts an embedded PE file – the Dolphin backdoor – and loads and executes it using a custom PE loader.",T1055,Process Injection
"which is vulnerable to a DLL side-loading vulnerability, and loads a file",T1574.002,Hijack Execution Flow: DLL Side-Loading
"sideloading different DLL names, and multiple binary files names being loaded by those DLLs.",T1574.002,Hijack Execution Flow: DLL Side-Loading
the executables and sideloaded files,T1574.002,Hijack Execution Flow: DLL Side-Loading
Side-loaded DLL name,T1574.002,Hijack Execution Flow: DLL Side-Loading
a threat actor abusing a sideloading vulnerability,T1574.002,Hijack Execution Flow: DLL Side-Loading
Name of the malicious side-loaded DLL,T1574.002,Hijack Execution Flow: DLL Side-Loading
Name of the executable vulnerable to side loading,T1574.002,Hijack Execution Flow: DLL Side-Loading
seemingly legitimate executables and their respective sideloaded files,T1574.002,Hijack Execution Flow: DLL Side-Loading
encoded shellcode,T1027,Obfuscated Files or Information
Creates a memory section with the DES-encrypted malware configuration,T1027,Obfuscated Files or Information
to obfuscate their malware.,T1027,Obfuscated Files or Information
used VMProtect to obfuscate one of them.,T1027,Obfuscated Files or Information
that decompresses and loads the first stage in memory.,T1140,Deobfuscate/Decode Files or Information
shellcode decompressing and loading,T1140,Deobfuscate/Decode Files or Information
there was only one stage being decrypted in memory,T1140,Deobfuscate/Decode Files or Information
the malware decrypts the saved passwords,T1140,Deobfuscate/Decode Files or Information
and then decrypts them,T1140,Deobfuscate/Decode Files or Information
and then decrypts the content,T1140,Deobfuscate/Decode Files or Information
calls Stage 1 again via process hollowing with four parameters,T1055,Process Injection
It then runs Stage 2 via process hollowing.,T1055,Process Injection
creates a registry key,T1112,Modify Registry
a service that launches the moved executable rc.exe with one parameter.,T1569.002,System Services: Service Execution
Screenshot grab,T1113,Screen Capture
Drive information retrieval,T1083,File and Directory Discovery
browses a directory,T1083,File and Directory Discovery
Process manager (browses and terminates processes),T1057,Process Discovery
Current process ID,T1057,Process Discovery
"deletes,",T1070.004,Indicator Removal: File Deletion
"uploads, downloads a file",T1105,Ingress Tool Transfer
Command execution,T1059.003,Command and Scripting Interpreter: Windows Command Shell
by calling the GetNetworkParams API function,T1106,Native API
"Collected machine information includes the following:
Randomly generated GUID
Hostname",T1082,System Information Discovery
Processor architecture,T1082,System Information Discovery
Operating system version,T1082,System Information Discovery
Username,T1033,System Owner/User Discovery
Local IP address and port used to send the network packet,T1016,System Network Configuration Discovery
The configuration is encrypted with a hardcoded DES key and is a few bytes long,T1573.001,Encrypted Channel: Symmetric Cryptography
the malware retrieves information on the infected machine and sends it to the C&C encrypted with DES.,T1573.001,Encrypted Channel: Symmetric Cryptography
"information is sent to the C&C, encrypted with a hardcoded key and DES CBC algorithm:",T1573.001,Encrypted Channel: Symmetric Cryptography
the malware retrieves information on the infected machine and sends it to the C&C,T1041,Exfiltration Over C2 Channel
"Then, the malware retrieves information on the compromised computer and sends it to the C&C.",T1041,Exfiltration Over C2 Channel
used as a lure to entice the victim into opening the malicious file.,T1204.002,User Execution: Malicious File
"to extract the URL, login, and password fields from the file",T1552.001,Unsecured Credentials: Credentials In Files
Name of the hardcoded directory where files are copied,T1074.001,Data Staged: Local Data Staging
The malware also established persistence on the host with the creation of a registry run key.,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
persistence was achieved by creating a ‘Run’ key,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
These files were transferred to the domain controller over SMB.,T1570,Lateral Tool Transfer
dumped lsass memory on the domain controller.,T1003.001,OS Credential Dumping: LSASS Memory
We observed a process created by Cobalt Strike accessing lsass.exe,T1003.001,OS Credential Dumping: LSASS Memory
is a known indicator of such tools as Mimikatz,T1003.001,OS Credential Dumping: LSASS Memory
most likely using credentials gathered by the previous LSASS access.,T1003.001,OS Credential Dumping: LSASS Memory
then proceeded to access lsass memory on the host to extract credentials.,T1003.001,OS Credential Dumping: LSASS Memory
the threat actor became active by initiating a proxied RDP connection via the Cobalt Strike beacon to the domain controller.,T1021.001,Remote Services: Remote Desktop Protocol
after completing RDP connections to various hosts on the network,T1021.001,Remote Services: Remote Desktop Protocol
which were started via their interactive RDP session,T1021.001,Remote Services: Remote Desktop Protocol
RDP was also used by the threat actor,T1021.001,Remote Services: Remote Desktop Protocol
The threat actor was able to RDP to a backup server,T1021.001,Remote Services: Remote Desktop Protocol
running processes were reviewed,T1057,Process Discovery
the threat actors checked running processes on the accessed hosts via taskmanager,T1057,Process Discovery
"checking on running tasks,",T1057,Process Discovery
the new drive contained a LNK file 6570872.lnk and hidden folder “me”.,T1564.001,Hide Artifacts: Hidden Files and Directories
"The contents of hidden folder “me”, included several files and folders that were used for the execution",T1564.001,Hide Artifacts: Hidden Files and Directories
the folder included a legitimate copy of rundll32.exe,T1218.011,System Binary Proxy Execution: Rundll32
rundll32.exe binary downloaded approximately 0.4 MB of data.,T1218.011,System Binary Proxy Execution: Rundll32
using a renamed copy of rundll32.,T1218.011,System Binary Proxy Execution: Rundll32
Batch script to run,T1059.003,Command and Scripting Interpreter: Windows Command Shell
file would execute a batch script,T1059.003,Command and Scripting Interpreter: Windows Command Shell
"""C:\Windows\syswow64\cmd.exe"" /C",T1059.003,Command and Scripting Interpreter: Windows Command Shell
An instance of cmd.exe was launched through explorer.exe which ran the following command,T1059.003,Command and Scripting Interpreter: Windows Command Shell
cmd.exe session,T1059.003,Command and Scripting Interpreter: Windows Command Shell
The threat actor also used a batch script to collect a list of all computer objects on the domain using C:\Windows\system32\cmd.exe /C adcomp.bat which contained the PowerShell command:,T1059.003,Command and Scripting Interpreter: Windows Command Shell
"Once the user had mounted the ISO and the LNK file was executed by the user, the complex execution flow started.",T1204.002,User Execution: Malicious File
The names of the registry values changed,T1112,Modify Registry
The last registry key was used to store additional PowerShell code.,T1112,Modify Registry
"This script called a combination of QueueUserAPC, GetCurrentThreadId, OpenThread, and VirtualAlloc",T1106,Native API
the threat actor injected into various processes,T1055,Process Injection
reg.exe query,T1012,Query Registry
started a BITS job to download a Cobalt Strike beacon,T1105,Ingress Tool Transfer
whoami,T1016,System Network Configuration Discovery
whoami  /groups,T1016,System Network Configuration Discovery
ipconfig /all,T1016,System Network Configuration Discovery
threat actor first ran some initial discovery on the host using built-in Windows utilities like ipconfig,T1016,System Network Configuration Discovery
systeminfo,T1082,System Information Discovery
systeminfo,T1082,System Information Discovery
WMI was used to pivot to a domain controller on the network.,T1047,Windows Management Instrumentation
The actor leveraged Impacket’s wmiexec.py to execute commands with a semi-interactive shell,T1047,Windows Management Instrumentation
interacts with remote endpoints via WMI,T1047,Windows Management Instrumentation
a number of WMI requests via DCERPC from one endpoint to a target endpoint based on the ports.,T1047,Windows Management Instrumentation
the ‘Powershell.exe’ process initiated the WMI requests.,T1047,Windows Management Instrumentation
One of the observed commands invoked via WMI was ‘firefox.exe’.,T1047,Windows Management Instrumentation
"The commands executed included directory traversal,",T1083,File and Directory Discovery
Tool Used to Steal Sensitive Information,T1005,Data from Local System
proxying the traffic,T1090,Proxy
initiating a proxied,T1090,Proxy
Several HTTP Post events were observed to the identified domains,T1071.001,Application Layer Protocol: Web Protocols
HTTP stream containing the content,T1071.001,Application Layer Protocol: Web Protocols
The POST event included a MIME part indicating file upload,T1071.001,Application Layer Protocol: Web Protocols
The file that was uploaded 775E.bin was deleted by the injected ‘Explorer.exe’ process from the target endpoint,T1027,Obfuscated Files or Information
The threat actor was able to RDP to a backup server using the admin credentials they acquired.,T1078,Valid Accounts
"This script called a combination of QueueUserAPC, GetCurrentThreadId, OpenThread, and VirtualAlloc to perform process injection of shellcode",T1055,Process Injection
shellcode stored in Base64.,T1027,Obfuscated Files or Information
The mounted file contains a hidden folder,T1564.001,Hide Artifacts: Hidden Files and Directories
a 200+MB padded file,T1027,Obfuscated Files or Information
padding the contents with benign data,T1027,Obfuscated Files or Information
"It included a standalone file padded with over 200MB of blank spaces, likely to impede analysis of the decompressed ISO file.",T1027,Obfuscated Files or Information
executes a CMD file,T1059.003,Command and Scripting Interpreter: Windows Command Shell
The CMD file contains commands,T1059.003,Command and Scripting Interpreter: Windows Command Shell
which use certutil (renamed here as slaughterhouse.exe) to decode,T1140,Deobfuscate/Decode Files or Information
The decoded DLL,T1140,Deobfuscate/Decode Files or Information
thus requires two rounds of decoding using certutil.,T1140,Deobfuscate/Decode Files or Information
chaining together a series of scripts to decode,T1140,Deobfuscate/Decode Files or Information
The victim double clicks the ISO to mount it,T1204.002,User Execution: Malicious File
"Victims can be lured into clicking executable content including binaries, scripts or shortcut files masquerading as benign filetypes such as PDFs or folders.",T1204.002,User Execution: Malicious File
DLL is then executed using rundll32,T1218.011,System Binary Proxy Execution: Rundll32
and injects Qakbot into wermgr.exe.,T1055,Process Injection
"This file is base64 twice,",T1027,Obfuscated Files or Information
or unpack the final payload,T1027,Obfuscated Files or Information
"modifies registry keys to maintain persistence,",T1112,Modify Registry
Modifies the Windows registry,T1112,Modify Registry
modifies the Windows Registry to allow remote desktop connections,T1112,Modify Registry
establishes persistence through the creation of two keys in CurrentVersion\Run.,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
Creates registry key for persistence only,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
Creates two registry keys for persistence,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
Keys found in CurrentVersion\Run contain references to programs that will execute when a user logs in.,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
operators install and execute remote access tools such as Splashtop on targeted systems.,T1219,Remote Access Software
remote monitoring and management (RMM) software,T1219,Remote Access Software
operators use Splashtop to transfer malicious tools from computer to computer in the victim’s environment.,T1570,Lateral Tool Transfer
It copies other malicious batch and EXE files from a compromised internal Server Message Block (SMB) server to the newly created temp folder,T1570,Lateral Tool Transfer
operators utilize RDP to move laterally in the victim’s environment.,T1021.001,Remote Services: Remote Desktop Protocol
Modifies the Windows registry to allow remote desktop connections.,T1021.001,Remote Services: Remote Desktop Protocol
operators open up an Remote Desktop Protocol (RDP) port,T1021.001,Remote Services: Remote Desktop Protocol
operators use Mimikatz to dump passwords.,T1003.001,OS Credential Dumping: LSASS Memory
operators use Mimikatz to dump passwords from LSASS.,T1003.001,OS Credential Dumping: LSASS Memory
"Mimikatz, which is a tool used for extracting sensitive information such as passwords and authentication credentials from a Windows operating system.",T1003.001,OS Credential Dumping: LSASS Memory
"Mimikatz being leveraged maliciously by threat actors in the following ways:
Credential Loading
Mimikatz loads credentials from various sources such as Windows memory, Local Security Authority Subsystem Service (LSASS) process",T1003.001,OS Credential Dumping: LSASS Memory
"Mimikatz allows the user to manipulate the dumped credentials,",T1003.001,OS Credential Dumping: LSASS Memory
"is a small, UPX-packed password protected binary",T1027,Obfuscated Files or Information
This version of Mimikatz has been compressed using UPX,T1027,Obfuscated Files or Information
"While UPX is often legitimately used to reduce file size, we have observed threat actors utilizing UPX and other packing programs to evade static detection of the underlying payload.",T1027,Obfuscated Files or Information
operators use UPX to pack DC2.exe and DC4.exe to avoid static signature detection.,T1027,Obfuscated Files or Information
the batch file makes the following changes to the system,T1059.003,Command and Scripting Interpreter: Windows Command Shell
executes an embedded batch file.,T1059.003,Command and Scripting Interpreter: Windows Command Shell
is a batch script,T1059.003,Command and Scripting Interpreter: Windows Command Shell
is a batch script that creates a new user,T1059.003,Command and Scripting Interpreter: Windows Command Shell
"creates a batch script that,",T1059.003,Command and Scripting Interpreter: Windows Command Shell
creates a batch script,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Disables the User Account Control (UAC),T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control
Attempting to use sc stop and taskkill to stop over 100 services related to various areas ranging from remote desktop tools to Windows Defender,T1562.001,Impair Defenses: Disable or Modify Tools
"The HTML code in this file contains embedded JavaScript functionality,",T1027,Obfuscated Files or Information
cleanup script used to remove evidence of the attack on a system,T1027,Obfuscated Files or Information
cleanup scripts from other threat actors are usually smaller and more specific to the tools used by that actor.,T1027,Obfuscated Files or Information
adds an additional layer of obfuscation to the code,T1027,Obfuscated Files or Information
password-protected executables to obfuscate malware,T1027,Obfuscated Files or Information
operators used Splashtop – a remote access and management (RMM) tool – to transfer the following malware into the target’s environment.,T1072,Software Deployment Tools
operators use Splashtop to move laterally and transfer malware between compromised hosts in the victim’s environment.,T1072,Software Deployment Tools
"utilize Splashtop to transfer netscan.exe, netscan.lic, netscan.xml, newuser.bat, start.bat and turnoff.bat.",T1072,Software Deployment Tools
"operators delete files such as mim.exe, mim32.exe, zam.exe and zam.bat to cover their tracks",T1070.004,Indicator Removal: File Deletion
hid the installer for Advanced Port Scanner within Inno Setup installer to evade static signature detection.,T1027,Obfuscated Files or Information
employing a combination of outdated Microsoft Office document vulnerabilities,T1072,Software Deployment Tools
exploit vulnerabilities in Microsoft Word’s Equation Editor,T1072,Software Deployment Tools
"leverages a specific set of vulnerabilities, including CVE-2018-0802, CVE-2018-0798, and CVE-2017-11882, within the Equation Editor of Microsoft Office",T1072,Software Deployment Tools
employs a forged document linked to G7 to target various governments within the G20 forum.,T1566.001,Phishing: Spearphishing Attachment
spam email comprising an attached MS Office document,T1566.001,Phishing: Spearphishing Attachment
employ the remote template injection method to retrieve the next stage of the malware from the TA’s Command-and-Control (C&C) server.,T1055,Process Injection
download of a new payload from the attacker’s remote server,T1105,Ingress Tool Transfer
download a backdoor module.,T1105,Ingress Tool Transfer
downloads and executes a malicious backdoor,T1105,Ingress Tool Transfer
enables the TAs to create customized documents containing embedded objects that exploit vulnerabilities in Microsoft Word’s Equation Editor,T1027,Obfuscated Files or Information
"drops an embedded payload, which is a DLL file",T1027,Obfuscated Files or Information
includes both an encrypted payload and shellcode,T1027,Obfuscated Files or Information
encrypts the collected information using RC4 encryption with the key “xkYgv127” and encodes it using base64.,T1027,Obfuscated Files or Information
proceeds to decrypt,T1140,Deobfuscate/Decode Files or Information
"scheduled task entry,",T1053.005,Scheduled Task/Job: Scheduled Task
executes the export function “StartA” from the DLL,T1106,Native API
using rundll32.exe,T1218.011,System Binary Proxy Execution: Rundll32
utilizing the “rundll32.exe” command,T1218.011,System Binary Proxy Execution: Rundll32
loader is executed through rundll32.exe,T1218.011,System Binary Proxy Execution: Rundll32
"hostname, operating system name, OS version, username,",T1082,System Information Discovery
"Gather computer-specific information such as computer name, username, gateway address, network adapter details, Windows version, and user type",T1082,System Information Discovery
"Internet information,",T1016,System Network Configuration Discovery
Retrieve TCP/UDP tables,T1016,System Network Configuration Discovery
the presence of any installed anti-virus software on the machine.,T1518.001,Software Discovery: Security Software Discovery
encrypted data is then exfiltrated using the below C&C URL,T1041,Exfiltration Over C2 Channel
encrypted data is then exfiltrated using the below C&C URL,T1573.001,Encrypted Channel: Symmetric Cryptography
C&C server responds with the next stage executable,T1573.001,Encrypted Channel: Symmetric Cryptography
loader establishes a connection with a C&C server in the final stage of the attack.,T1573.001,Encrypted Channel: Symmetric Cryptography
Capture screenshots of victims’ system,T1113,Screen Capture
Obtain information about processes and services running on the machine,T1057,Process Discovery
Retrieve information about registry keys,T1012,Query Registry
using the remote process execution tool PSExec to execute batch files,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Copy down batch scriptsExecute batch scripts,T1059.003,Command and Scripting Interpreter: Windows Command Shell
defaultChanges the Windows Shell from Explorer to their malicious script,T1059.003,Command and Scripting Interpreter: Windows Command Shell
"exe└──cmd.exe: C:\Windows\system32\cmd.exe /c """"rdp.bat""",T1059.003,Command and Scripting Interpreter: Windows Command Shell
"executes the shell (file2.bat),",T1059.003,Command and Scripting Interpreter: Windows Command Shell
tries to start its defined shell which has been swapped to a batch script (file2.bat) by the malicious actor.,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Command line flags may be used to change this behavior and invoke one or more of the modules.,T1059.003,Command and Scripting Interpreter: Windows Command Shell
that would cause registry changes,T1112,Modify Registry
"reg.exe: reg  add ""HKLM\System\CurrentControlSet\Control\Terminal Server"" /v ""fDenyTSConnections"" /t REG_DWORD /d 0 /",T1112,Modify Registry
Sets various registry values,T1112,Modify Registry
to enable Remote Desktop sessions (RDP) using reg.exe.,T1021.001,Remote Services: Remote Desktop Protocol
the malicious actor retrieved system administration tools and malicious payloads by using the Background Intelligent Transfer Service,T1105,Ingress Tool Transfer
Storing the ransomware within a 7zip encrypted archive,T1027,Obfuscated Files or Information
"encrypted archive containing the ransomware,",T1027,Obfuscated Files or Information
a decompression utility to extract the ransomware,T1140,Deobfuscate/Decode Files or Information
"drop the defenses of the victim, inhibit monitoring, disable networking",T1562.001,Impair Defenses: Disable or Modify Tools
"stops specific defensive services (Windows Defender, etc)",T1562.001,Impair Defenses: Disable or Modify Tools
Will also skip enumeration and stopping of antivirus software.-,T1562.001,Impair Defenses: Disable or Modify Tools
to authenticate to the site behind the onion link on the TOR network,T1090,Proxy
 ShellExecuteA is also used to launch,T1106,Native API
API call attempts to processes:,T1106,Native API
 The local module utilizes the LookupPrivilegeValueW and AdjustTokenPrivileges that Windows API calls on its own process via GetCurrentProcess and OpenProcessToken to obtain SeDebugPrivilege privileges.,T1106,Native API
using Active Directory group policies allows the malicious actor to hit all systems in the environment for as long as that group policy is active in the victim’s environment.,T1484.001,Domain or Tenant Policy Modification: Group Policy Modification
Potential Process Hollowing,T1055,Process Injection
more sophisticated encryption,T1027,Obfuscated Files or Information
this technique for encryption-decryption is easily more discernable during analysis because both the encrypted data and the mapping are in the same file,T1027,Obfuscated Files or Information
for its execution technique of hiding malicious code inside log files.,T1027,Obfuscated Files or Information
The bytes of the encrypted section is a specific index on the byte map,T1027,Obfuscated Files or Information
"Though this is a very rigid method of hiding its codes,",T1027,Obfuscated Files or Information
uses byte remapping to ensure that the shellcode cannot be easily decrypted without the correct byte map,T1027,Obfuscated Files or Information
usually the encrypted payload,T1027,Obfuscated Files or Information
shows that their offsets within the encrypted region remain the same since they result in a similar shellcode even if they are composed of different bytes per binary.,T1027,Obfuscated Files or Information
"The malware checks if there are monitoring tools, specifically Process Monitor, running in the current machine with the following strings:
procmon
procmon64
procmon64a",T1518.001,Software Discovery: Security Software Discovery
"checks for a few installed and active antivirus products, namely:
Windows Defender
ESET",T1518.001,Software Discovery: Security Software Discovery
the malware proceeds to decrypt the PowerShell code,T1140,Deobfuscate/Decode Files or Information
"Furthermore, since the data to be decrypted is in another file, the routine becomes even more difficult to investigate, as analysts would need the correct pair for decryption.",T1140,Deobfuscate/Decode Files or Information
"Afterward, the shellcode will then decrypt and load the main ViperSoftX DLL embedded within the carrier.",T1140,Deobfuscate/Decode Files or Information
"Moreover, all the strings, binaries, and other relevant data within the ViperSoftX DLL also gets decrypted the same way.",T1140,Deobfuscate/Decode Files or Information
The actual bytes of the decrypted shellcode,T1140,Deobfuscate/Decode Files or Information
to crawl through different paths in the system,T1083,File and Directory Discovery
"scans for these cryptocurrency wallets in local directories:
Armory
Atomic Wallet
Binance
Bitcoin
Blockstream Green
Coinomi
Delta
Electrum
Exodus
Guarda
Jaxx Liberty
Ledger Live
Trezor Bridge",T1083,File and Directory Discovery
the use of DLL sideloading for its arrival and execution technique.,T1574.002,Hijack Execution Flow: DLL Side-Loading
found in the sideloaded DLL.,T1574.002,Hijack Execution Flow: DLL Side-Loading
"the sideloaded DLL),",T1574.002,Hijack Execution Flow: DLL Side-Loading
DLL sideloading,T1574.002,Hijack Execution Flow: DLL Side-Loading
While other cybercriminals use sideloading to load another non-binary component,T1574.002,Hijack Execution Flow: DLL Side-Loading
"We have also found that each sideloader DLL has its own pair of executable and byte map,",T1574.002,Hijack Execution Flow: DLL Side-Loading
It still downloads a PowerShell code,T1105,Ingress Tool Transfer
or Windows Scripting,T1059.003,Command and Scripting Interpreter: Windows Command Shell
File-packed Magniber ransomware,T1027,Obfuscated Files or Information
"To obtain the credentials, the team took a snapshot of lsass.exe",T1003.001,OS Credential Dumping: LSASS Memory
"with a tool called nanodump, exported the output, and processed the output offline with Mimikatz.",T1003.001,OS Credential Dumping: LSASS Memory
"The team obtained the cached credentials from a SharePoint server account by taking a snapshot of lsass.exe with a tool called nanodump, exporting the output and processing the output offline with Mimikatz.",T1003.001,OS Credential Dumping: LSASS Memory
They then used forged credentials to move to multiple hosts across different sites in the environment and eventually gained root access to all workstations connected to the organization’s mobile device management (MDM) server.,T1078,Valid Accounts
The team used this root access to move laterally to SBS-connected workstations.,T1078,Valid Accounts
team attempted to determine valid accounts based on group name and purpose,T1078,Valid Accounts
The team attempted to leverage these credentials,T1078,Valid Accounts
"From that host, the team moved laterally to a misconfigured server, from which they compromised the domain controller (DC).",T1078,Valid Accounts
"with a button, which, when clicked, downloaded a “malicious” ISO file",T1204.002,User Execution: Malicious File
"After the download, another button appeared, which, when clicked, executed the file.",T1204.002,User Execution: Malicious File
Users downloaded and executed the team’s initial access payloads after clicking buttons to trigger download and execution.,T1204.002,User Execution: Malicious File
they used compromised workstation and domain admin accounts,T1078,Valid Accounts
Use a previously compromised workstation admin account,T1078,Valid Accounts
Use a previously compromised domain admin account,T1078,Valid Accounts
the team leveraged compromised workstation and domain admin accounts to execute a payload,T1078,Valid Accounts
the team compromised a domain admin account and used it to laterally to multiple workstations and the DC.,T1078,Valid Accounts
they used compromised workstation and domain admin accounts to upload a payload via SMB on several target Workstations and the DC.,T1570,Lateral Tool Transfer
Use a previously compromised workstation admin account to upload and execute a payload via SMB,T1570,Lateral Tool Transfer
Use a previously compromised domain admin account to upload and execute a payload via SMB,T1570,Lateral Tool Transfer
The team’s C2 redirectors used HTTPS reverse proxies to redirect C2 traffic.,T1071.001,Application Layer Protocol: Web Protocols
The team used HTTPS,T1071.001,Application Layer Protocol: Web Protocols
the HTTPS beacon,T1071.001,Application Layer Protocol: Web Protocols
post-exploit tool that leverages HTTP protocols for C2 traffic.,T1071.001,Application Layer Protocol: Web Protocols
used HTTPS reverse proxies to redirect C2 traffic,T1071.001,Application Layer Protocol: Web Protocols
"Establish a session that originates from a target Workstation system directly to an external host over a clear text protocol, such as HTTP.",T1071.001,Application Layer Protocol: Web Protocols
"Establish a session that originates from a target Domain Controller system directly to an external host over a clear text protocol, such as HTTP.",T1071.001,Application Layer Protocol: Web Protocols
used HTTPS reverse proxies to redirect C2 traffic.,T1090,Proxy
the team uploaded and executed well-known malicious files,T1105,Ingress Tool Transfer
to download and execute a payload,T1105,Ingress Tool Transfer
"Upload and execute a well-known (e.g., with a signature) malicious file to a target DC system",T1105,Ingress Tool Transfer
used redirectors to redirect C2 traffic between the target organization’s network and the team’s C2 servers.,T1090,Proxy
used HTTPS reverse proxies to redirect C2 traffic between target network and the team’s Cobalt Strike servers.,T1090,Proxy
The team used these platforms to create flexible and dynamic redirect servers to send traffic to the team’s Cobalt Strike servers,T1090,Proxy
The redirectors used HTTPS reverse proxies to redirect C2 traffic between the target organization’s network and the Cobalt Strike team servers,T1090,Proxy
The team used domain fronting to disguise outbound traffic in order to diversify the domains with which the persistent beacons were communicating.,T1090,Proxy
The team used domain fronting [T1090.004] to disguise outbound traffic in order to diversify the domains with which the persistent beacons were communicating,T1090,Proxy
"This technique, which also leverages CDNs, allows the beacon to appear to connect to third-party domains, such as nytimes.com, when it is actually connecting to the team’s redirect server",T1090,Proxy
This technique leverages CDNs associated with high-reputation domains so that the malicious traffic appears to be directed towards a reputation domain but is actually redirected to the red team-controlled Cobalt Strike servers.,T1090,Proxy
which prompted DC authentication to the SharePoint server using the server’s NTLM hash. The team then deployed Rubeus to capture the incoming DC TGT,T1557.001,Adversary-in-the-Middle: LLMNR/NBT-NS Poisoning and SMB Relay
"The team performed an NTLM-relay attack to obtain the DC’s TGT, followed by a golden ticket attack on a SharePoint server with Unconstrained Delegation to gain the ability to impersonate any Site 1 AD account.",T1557.001,Adversary-in-the-Middle: LLMNR/NBT-NS Poisoning and SMB Relay
"The team ran the DFSCoerce python script, which prompted DC authentication to a server using the server’s NTLM hash. The team then deployed Rubeus to capture the incoming DC TGT.",T1557.001,Adversary-in-the-Middle: LLMNR/NBT-NS Poisoning and SMB Relay
"The team ran the DFSCoerce python script, which prompted DC authentication to a server using the server’s NTLM hash",T1557.001,Adversary-in-the-Middle: LLMNR/NBT-NS Poisoning and SMB Relay
"In some instances, they used Windows Management Instrumentation (WMI) Event Subscriptions",T1047,Windows Management Instrumentation
The team used WMI Event Subscriptions to move laterally between sites.,T1047,Windows Management Instrumentation
command-line tool,T1059.003,Command and Scripting Interpreter: Windows Command Shell
which stored credentials in a database file.,T1552.001,Unsecured Credentials: Credentials In Files
"searched files on the server, and found plaintext credentials",T1552.001,Unsecured Credentials: Credentials In Files
the plaintext credentials in PowerShell scripts,T1552.001,Unsecured Credentials: Credentials In Files
the team found a .txt file containing plaintext credentials for the user,T1552.001,Unsecured Credentials: Credentials In Files
The team found plaintext credentials to an API user account stored in PowerShell scripts on an MDM server.,T1552.001,Unsecured Credentials: Credentials In Files
"Using the pattern discovered in these credentials, the team was able to crack the user’s workstation account password",T1110,Brute Force
The team cracked a user’s workstation account password after learning the user’s patterns from plaintext credentials.,T1110,Brute Force
Detect and Identify source IP,T1016,System Network Configuration Discovery
Detect and Identify source IP,T1016,System Network Configuration Discovery
Detect and identify source IP,T1016,System Network Configuration Discovery
Detect and identify source IP,T1016,System Network Configuration Discovery
Detect and identify source IP,T1016,System Network Configuration Discovery
Windows Service Creation,T1543.003,Create or Modify System Process: Windows Service
Windows Service Creation,T1543.003,Create or Modify System Process: Windows Service
Windows Service Creation,T1543.003,Create or Modify System Process: Windows Service
"execute a payload via SMB and Windows Service Creation, respectively, on several target Workstations.",T1569.002,System Services: Service Execution
"execute a payload via SMB and Windows Service Creation, respectively, on a target DC.",T1569.002,System Services: Service Execution
execute a payload via Windows Service Creation on target workstations and the DC.,T1569.002,System Services: Service Execution
The team used the organization’s MDM system to gain root access to machines across the organization’s network without being detected.,T1072,Software Deployment Tools
The krbtgt account is a domain default account,T1078,Valid Accounts
Use of non-secure default configurations,T1078,Valid Accounts
The organization used default configurations for hosts with Windows Server 2012 R2.,T1078,Valid Accounts
The default configuration allows unprivileged users to query group membership of local administrator groups,T1078,Valid Accounts
The red team used and identified several standard user accounts with administrative access from a Windows Server 2012 R2 SharePoint server.,T1078,Valid Accounts
The team discovered several standard user accounts that have local administrator access to critical servers.,T1078,Valid Accounts
This misconfiguration allowed the team to use the low-level access of a phished user to move laterally to an Unconstrained Delegation host and compromise the entire domain.,T1078,Valid Accounts
"If a user with administrative access is compromised, an actor can access servers without needing to elevate privileges",T1078,Valid Accounts
Some workstations allowed unprivileged accounts to have local administrator access,T1078,Valid Accounts
keylogged a user during a mandatory password change,T1056.001,Input Capture: Keylogging
spear phishing attachments.,T1566.001,Phishing: Spearphishing Attachment
spear phishing attachments for Initial Access,T1566.001,Phishing: Spearphishing Attachment
As attackers can quickly change spear phishing attachments,T1566.001,Phishing: Spearphishing Attachment
suspicious email attachments or other phishing techniques.,T1566.001,Phishing: Spearphishing Attachment
modification of Registry Keys/Startup folder for persistence,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
Using valid accounts,T1078,Valid Accounts
